IBGE;NU_IDENTIFICADOR;q55_3;q55_9;q55_10;q55_11;q55_12;q55_13;q55_14;IBGE7;UF;Regiao;Município;areaKm2;Pop_total_2022;Porte_pop2022;Q_incompleto;q7;DataCenso;DataCenso_2023;d55_2_Faixas_etarias;d55_9;d55_11;d55_9bin1;d55_9bin2;d55_9bin3;d55_10bin1;d55_10bin2;d55_10bin3;d55_10bin4;d55_10bin5;d55_11bin1;d55_11bin2;d55_11bin3;d55_11bin4;d55_9bin1_sum;d55_9bin2_sum;d55_9bin3_sum;d55_10bin1_sum;d55_10bin2_sum;d55_10bin3_sum;d55_10bin4_sum;d55_10bin5_sum;d55_11bin1_sum;d55_11bin2_sum;d55_11bin3_sum;d55_11bin4_sum;nu_trabalhadores
150070;1,5007E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Temporária(o);Coordenador(a);De 31 a 40 horas semanais;06/07/2022;1500701;Pará;Região Norte;Anajás;6913,068;28011;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;1;3;;2;;;1;;;;4;4
150140;1,5014E+12;Feminino;Especialização;Assistente Social;Servidor(a) Estatutária(o);Coordenador(a);De 31 a 40 horas semanais;10/07/2023;1501402;Pará;Região Norte;Belém;1059,458;1303403;Metrópole;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;1;6;;2;;;1;5;;;2;7
150140;1,5014E+12;Feminino;Especialização;Psicóloga(o);Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;10/07/2023;1501402;Pará;Região Norte;Belém;1059,458;1303403;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;1;6;;2;;;1;5;;;2;7
150140;1,5014E+12;Feminino;Superior Completo;Profissional de nível médio;Outro vínculo não permanente;Educador(a) Social;De 31 a 40 horas semanais;10/07/2023;1501402;Pará;Região Norte;Belém;1059,458;1303403;Metrópole;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;1;6;;2;;;1;5;;;2;7
150140;1,5014E+12;Feminino;Mestrado;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;10/07/2023;1501402;Pará;Região Norte;Belém;1059,458;1303403;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;1;6;;2;;;1;5;;;2;7
150140;1,5014E+12;Masculino;Superior Completo;Outra formação de nível superior;Servidor(a) Estatutária(o);Educador(a) Social;De 31 a 40 horas semanais;10/07/2023;1501402;Pará;Região Norte;Belém;1059,458;1303403;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;;1;6;;2;;;1;5;;;2;7
150140;1,5014E+12;Masculino;Superior Completo;Outra formação de nível superior;Servidor(a) Estatutária(o);Apoio Administrativo;De 21 a 30 horas semanais;10/07/2023;1501402;Pará;Região Norte;Belém;1059,458;1303403;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;;1;6;;2;;;1;5;;;2;7
150140;1,5014E+12;Feminino;Superior Incompleto;Profissional de nível médio;Outro vínculo não permanente;Apoio Administrativo;De 21 a 30 horas semanais;10/07/2023;1501402;Pará;Região Norte;Belém;1059,458;1303403;Metrópole;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;;1;6;;2;;;1;5;;;2;7
150157;1,50157E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 11 a 20 horas semanais;01/08/2022;1501576;Pará;Região Norte;Bom Jesus do Tocantins;2816,616;18005;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;;2;;1;;;1;;;;2;2
150157;1,50157E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Temporária(o);Coordenador(a);Até 10 horas semanais;01/01/2017;1501576;Pará;Região Norte;Bom Jesus do Tocantins;2816,616;18005;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;2;;1;;;1;;;;2;2
150230;1,5023E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;04/01/2021;1502301;Pará;Região Norte;Capitão Poço;2899,553;56506;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;2;4;2;1;;;1;;;1;5;6
150230;1,5023E+12;Masculino;Superior Incompleto;Profissional de nível médio;Servidor(a) Temporária(o);Apoio Administrativo;De 31 a 40 horas semanais;01/12/2022;1502301;Pará;Região Norte;Capitão Poço;2899,553;56506;Médio;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;;2;4;2;1;;;1;;;1;5;6
150230;1,5023E+12;Feminino;Superior Completo;Pedagoga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;09/05/2023;1502301;Pará;Região Norte;Capitão Poço;2899,553;56506;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;;2;4;2;1;;;1;;;1;5;6
150230;1,5023E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;04/01/2021;1502301;Pará;Região Norte;Capitão Poço;2899,553;56506;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;2;4;2;1;;;1;;;1;5;6
150230;1,5023E+12;Feminino;Superior Completo;Pedagoga(o);Comissionada(o);Coordenador(a);De 31 a 40 horas semanais;03/05/2023;1502301;Pará;Região Norte;Capitão Poço;2899,553;56506;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Comissionado;;;Nível Superior;Pedagogo;;;;;;;Comissionado;;;2;4;2;1;;;1;;;1;5;6
150230;1,5023E+12;Feminino;Médio Completo;Profissional de nível médio;Servidor(a) Temporária(o);Apoio Administrativo;De 31 a 40 horas semanais;04/01/2021;1502301;Pará;Região Norte;Capitão Poço;2899,553;56506;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;;2;4;2;1;;;1;;;1;5;6
150275;1,50275E+12;Feminino;Médio Completo;Outra formação de nível superior;Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;03/04/2023;1502756;Pará;Região Norte;Concórdia do Pará;690,947;26881;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;;1;1;1;;;;;;;;2;2
150275;1,50275E+12;Feminino;Superior Completo;Pedagoga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;01/02/2023;1502756;Pará;Região Norte;Concórdia do Pará;690,947;26881;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;;1;1;1;;;;;;;;2;2
150420;1,5042E+12;Masculino;Fundamental Completo;Sem formação profissional;Servidor(a) Estatutária(o);Outros;De 31 a 40 horas semanais;19/07/2021;1504208;Pará;Região Norte;Marabá;15128,058;266533;Grande;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;Nível fundamental;Servidor Estatutário;Nível fundamental;;;;;;;;Servidor Estatutário;;;;1;3;4;;2;;;;8;;;;8
150420;1,5042E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Coordenador(a);Mais de 44 horas semanais;10/08/2023;1504208;Pará;Região Norte;Marabá;15128,058;266533;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;1;3;4;;2;;;;8;;;;8
150420;1,5042E+12;Masculino;Médio Completo;Sem formação profissional;Servidor(a) Estatutária(o);Serviços Gerais;De 31 a 40 horas semanais;12/06/2023;1504208;Pará;Região Norte;Marabá;15128,058;266533;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;1;3;4;;2;;;;8;;;;8
150420;1,5042E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;19/07/2021;1504208;Pará;Região Norte;Marabá;15128,058;266533;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;1;3;4;;2;;;;8;;;;8
150420;1,5042E+12;Masculino;Superior Completo;Outra formação de nível superior;Servidor(a) Estatutária(o);Outros;De 31 a 40 horas semanais;03/10/2022;1504208;Pará;Região Norte;Marabá;15128,058;266533;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;1;3;4;;2;;;;8;;;;8
150420;1,5042E+12;Masculino;Médio Completo;Sem formação profissional;Servidor(a) Estatutária(o);Outros;De 31 a 40 horas semanais;19/07/2021;1504208;Pará;Região Norte;Marabá;15128,058;266533;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;1;3;4;;2;;;;8;;;;8
150420;1,5042E+12;Feminino;Médio Completo;Sem formação profissional;Servidor(a) Estatutária(o);Outros;Mais de 44 horas semanais;24/10/2022;1504208;Pará;Região Norte;Marabá;15128,058;266533;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;1;3;4;;2;;;;8;;;;8
150420;1,5042E+12;Feminino;Superior Completo;Outra formação de nível superior;Servidor(a) Estatutária(o);Serviços Gerais;De 31 a 40 horas semanais;01/01/2022;1504208;Pará;Região Norte;Marabá;15128,058;266533;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;1;3;4;;2;;;;8;;;;8
150510;1,5051E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;02/08/2023;1505106;Pará;Região Norte;Óbidos;28021,443;52229;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;;2;;1;;;1;;;;2;2
150510;1,5051E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Temporária(o);Coordenador(a);De 31 a 40 horas semanais;02/08/2023;1505106;Pará;Região Norte;Óbidos;28021,443;52229;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;2;;1;;;1;;;;2;2
150563;1,50563E+12;Feminino;Superior Completo;Advogada(o);Comissionada(o);Coordenador(a);De 31 a 40 horas semanais;05/04/2021;1505635;Pará;Região Norte;Piçarra;3312,708;12832;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Superior;Comissionado;;;Nível Superior;;;;Advogado;;;;Comissionado;;;;3;;1;;1;1;;;2;1;3
150563;1,50563E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;30/04/2015;1505635;Pará;Região Norte;Piçarra;3312,708;12832;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;;3;;1;;1;1;;;2;1;3
150563;1,50563E+12;Feminino;Superior Completo;Assistente Social;Comissionada(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;09/01/2023;1505635;Pará;Região Norte;Piçarra;3312,708;12832;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Comissionado;;;Nível Superior;;Assistente Social;;;;;;Comissionado;;;;3;;1;;1;1;;;2;1;3
150680;1,5068E+12;Feminino;Superior Completo;Pedagoga(o);Comissionada(o);Coordenador(a);De 31 a 40 horas semanais;08/05/2023;1506807;Pará;Região Norte;Santarém;17898,389;331942;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Comissionado;;;Nível Superior;Pedagogo;;;;;;;Comissionado;;;;2;1;1;;;;;;1;1;2
150680;1,5068E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Temporária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;01/09/2023;1506807;Pará;Região Norte;Santarém;17898,389;331942;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;2;1;1;;;;;;1;1;2
150715;1,50715E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;01/03/2023;1507151;Pará;Região Norte;São Domingos do Araguaia;1392,464;21092;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;;2;;1;;;1;;;;2;2
150715;1,50715E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Temporária(o);Coordenador(a);De 21 a 30 horas semanais;01/01/2022;1507151;Pará;Região Norte;São Domingos do Araguaia;1392,464;21092;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;2;;1;;;1;;;;2;2
150750;1,5075E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;22/08/2023;1507508;Pará;Região Norte;São João do Araguaia;1279,889;13664;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;2;;1;;;1;;;;2;2
150750;1,5075E+12;Masculino;Superior Completo;Psicóloga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;22/08/2023;1507508;Pará;Região Norte;São João do Araguaia;1279,889;13664;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;;2;;1;;;1;;;;2;2
150797;1,50797E+12;Feminino;Superior Completo;Enfermeiro;Comissionada(o);Coordenador(a);De 31 a 40 horas semanais;01/09/2022;1507979;Pará;Região Norte;Terra Santa;1895,883;18782;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Comissionado;;;Nível Superior;;;;;;;;Comissionado;;;;1;;;;;;;;1;;1
160010;1,6001E+12;Masculino;Superior Completo;Psicóloga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;01/11/2023;1600105;Amapá;Região Norte;Amapá;9167,617;7943;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;;3;;2;;;1;;;;3;3
160010;1,6001E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Temporária(o);Coordenador(a);De 21 a 30 horas semanais;01/11/2023;1600105;Amapá;Região Norte;Amapá;9167,617;7943;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;3;;2;;;1;;;;3;3
160010;1,6001E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Temporária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;01/11/2023;1600105;Amapá;Região Norte;Amapá;9167,617;7943;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;3;;2;;;1;;;;3;3
160060;1,6006E+12;Feminino;Superior Completo;Assistente Social;Outro vínculo não permanente;Técnico(a) de nível superior;De 31 a 40 horas semanais;01/01/2017;1600600;Amapá;Região Norte;Santana;1541,224;107618;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;3;;1;;;1;;;1;2;3
160060;1,6006E+12;Feminino;Superior Completo;Psicóloga(o);Outro vínculo não permanente;Técnico(a) de nível superior;De 21 a 30 horas semanais;01/03/2021;1600600;Amapá;Região Norte;Santana;1541,224;107618;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;;3;;1;;;1;;;1;2;3
160060;1,6006E+12;Feminino;Superior Completo;Outra formação de nível superior;Comissionada(o);Coordenador(a);De 31 a 40 horas semanais;03/07/2023;1600600;Amapá;Região Norte;Santana;1541,224;107618;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Comissionado;;;Nível Superior;;;;;;;;Comissionado;;;;3;;1;;;1;;;1;2;3
170210;1,7021E+12;Feminino;Superior Completo;Assistente Social;Comissionada(o);Coordenador(a);De 31 a 40 horas semanais;01/08/2021;1702109;Tocantins;Região Norte;Araguaína;4000,416;171301;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Superior;Comissionado;;;Nível Superior;;Assistente Social;;;;;;Comissionado;;;;2;;2;;;;1;;1;;2
170210;1,7021E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 21 a 30 horas semanais;19/01/2021;1702109;Tocantins;Região Norte;Araguaína;4000,416;171301;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;2;;2;;;;1;;1;;2
170550;1,7055E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Estatutária(o);Técnico(a) de nível superior;De 11 a 20 horas semanais;05/05/2022;1705508;Tocantins;Região Norte;Colinas do Tocantins;843,846;34233;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;;;3;;1;;;2;2;;;1;3
170550;1,7055E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Estatutária(o);Coordenador(a);De 11 a 20 horas semanais;05/05/2022;1705508;Tocantins;Região Norte;Colinas do Tocantins;843,846;34233;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;;;3;;1;;;2;2;;;1;3
170550;1,7055E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;01/08/2022;1705508;Tocantins;Região Norte;Colinas do Tocantins;843,846;34233;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;;3;;1;;;2;2;;;1;3
170610;1,7061E+12;Feminino;Superior Completo;Assistente Social;Servidor(a) Temporária(o);Técnico(a) de nível superior;De 11 a 20 horas semanais;04/01/2021;1706100;Tocantins;Região Norte;Cristalândia;1848,241;6371;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;;1;;1;;;;;;;1;1
171488;1,71488E+12;Feminino;Superior Completo;Psicóloga(o);Servidor(a) Temporária(o);Técnico(a) de nível superior;De 31 a 40 horas semanais;04/01/2021;1714880;Tocantins;Região Norte;Nova Olinda;1566,184;10367;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;Psicólogo;;;;Outros vínculos não permanentes;;;3;;1;;;1;;;1;2;3
