IBGE,NU_IDENTIFICADOR,rf_sexo,rf_escolaridade,rf_profissao,rf_vinculo,Nome_UF,Código Município Completo,Nome_Município
240310,"2,4031E+12",Feminino,Médio Completo,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Norte,240310,Currais Novos
240310,"2,4031E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Rio Grande do Norte,240310,Currais Novos
240310,"2,4031E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Rio Grande do Norte,240310,Currais Novos
240310,"2,4031E+12",Feminino,Médio Completo,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Norte,240310,Currais Novos
240310,"2,4031E+12",Feminino,Médio Completo,Sem formação profissional,Outro vínculo não permanente,Rio Grande do Norte,240310,Currais Novos
240310,"2,4031E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Norte,240310,Currais Novos
240310,"2,4031E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Norte,240310,Currais Novos
240325,"2,40325E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Rio Grande do Norte,240325,Parnamirim
240420,"2,4042E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Norte,240420,Goianinha
240450,"2,4045E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Voluntária(o),Rio Grande do Norte,240450,Guamaré
241105,"2,41105E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Norte,241105,Tibau
241105,"2,41105E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Voluntária(o),Rio Grande do Norte,241105,Tibau
241105,"2,41105E+12",Feminino,Superior Completo,Assistente Social,Sem Vínculo,Rio Grande do Norte,241105,Tibau
241150,"2,4115E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio Grande do Norte,241150,Santo Antônio
241150,"2,4115E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Rio Grande do Norte,241150,Santo Antônio
241150,"2,4115E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Norte,241150,Santo Antônio
241150,"2,4115E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Norte,241150,Santo Antônio
241150,"2,4115E+12",Feminino,Superior Completo,Psicóloga(o),Sem Vínculo,Rio Grande do Norte,241150,Santo Antônio
241150,"2,4115E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Rio Grande do Norte,241150,Santo Antônio
241150,"2,4115E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Rio Grande do Norte,241150,Santo Antônio
241310,"2,4131E+12",Feminino,Especialização,Pedagoga(o),Sem Vínculo,Rio Grande do Norte,241310,Senador Elói de Souza
250050,"2,5005E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraíba,250050,Alagoinha
250050,"2,5005E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Paraíba,250050,Alagoinha
250157,"2,50157E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Paraíba,250157,Barra de Santana
250157,"2,50157E+12",Feminino,Superior Incompleto,Profissional de nível médio,Voluntária(o),Paraíba,250157,Barra de Santana
250157,"2,50157E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Paraíba,250157,Barra de Santana
250157,"2,50157E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Paraíba,250157,Barra de Santana
250157,"2,50157E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraíba,250157,Barra de Santana
250157,"2,50157E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Paraíba,250157,Barra de Santana
250640,"2,5064E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Paraíba,250640,Gurinhém
250640,"2,5064E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Paraíba,250640,Gurinhém
250750,"2,5075E+12",Feminino,Médio Incompleto,Sem formação profissional,Outro vínculo não permanente,Paraíba,250750,João Pessoa
250750,"2,5075E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Paraíba,250750,João Pessoa
250750,"2,5075E+12",Feminino,Médio Incompleto,Sem formação profissional,Outro vínculo não permanente,Paraíba,250750,João Pessoa
250750,"2,5075E+12",Feminino,Superior Completo,Fisioterapeuta,Outro vínculo não permanente,Paraíba,250750,João Pessoa
250750,"2,5075E+12",Feminino,Médio Incompleto,Sem formação profissional,Outro vínculo não permanente,Paraíba,250750,João Pessoa
250750,"2,5075E+12",Feminino,Médio Incompleto,Profissional de nível médio,Outro vínculo não permanente,Paraíba,250750,João Pessoa
250750,"2,5075E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Outro vínculo não permanente,Paraíba,250750,João Pessoa
250750,"2,5075E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Paraíba,250750,João Pessoa
250750,"2,5075E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Paraíba,250750,João Pessoa
250750,"2,5075E+12",Feminino,Superior Incompleto,Profissional de nível médio,Outro vínculo não permanente,Paraíba,250750,João Pessoa
250750,"2,5075E+12",Feminino,Superior Completo,Outra formação de nível superior,Outro vínculo não permanente,Paraíba,250750,João Pessoa
250750,"2,5075E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Paraíba,250750,João Pessoa
250750,"2,5075E+12",Feminino,Superior Completo,Enfermeira(o),Outro vínculo não permanente,Paraíba,250750,João Pessoa
250750,"2,5075E+12",Feminino,Superior Completo,Outra formação de nível superior,Outro vínculo não permanente,Paraíba,250750,João Pessoa
250750,"2,5075E+12",Feminino,Fundamental Completo,Sem formação profissional,Outro vínculo não permanente,Paraíba,250750,João Pessoa
250750,"2,5075E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Paraíba,250750,João Pessoa
260790,"2,6079E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Pernambuco,260790,Jaboatão dos Guararapes
260790,"2,6079E+12",Feminino,Superior Completo,Enfermeira(o),Sem Vínculo,Pernambuco,260790,Jaboatão dos Guararapes
260790,"2,6079E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Pernambuco,260790,Jaboatão dos Guararapes
260790,"2,6079E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Pernambuco,260790,Jaboatão dos Guararapes
260790,"2,6079E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Pernambuco,260790,Jaboatão dos Guararapes
260790,"2,6079E+12",Masculino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Pernambuco,260790,Jaboatão dos Guararapes
260790,"2,6079E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Pernambuco,260790,Jaboatão dos Guararapes
260790,"2,6079E+12",Masculino,Médio Completo,Sem formação profissional,Sem Vínculo,Pernambuco,260790,Jaboatão dos Guararapes
260790,"2,6079E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Pernambuco,260790,Jaboatão dos Guararapes
260790,"2,6079E+12",Masculino,Médio Completo,Profissional de nível médio,Sem Vínculo,Pernambuco,260790,Jaboatão dos Guararapes
260790,"2,6079E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Pernambuco,260790,Jaboatão dos Guararapes
260790,"2,6079E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Pernambuco,260790,Jaboatão dos Guararapes
260790,"2,6079E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Pernambuco,260790,Jaboatão dos Guararapes
260790,"2,6079E+12",Feminino,Especialização,Outra formação de nível superior,Sem Vínculo,Pernambuco,260790,Jaboatão dos Guararapes
260790,"2,6079E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Pernambuco,260790,Jaboatão dos Guararapes
260790,"2,6079E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Pernambuco,260790,Jaboatão dos Guararapes
260990,"2,6099E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Pernambuco,260990,Ouricuri
260990,"2,6099E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Pernambuco,260990,Ouricuri
261060,"2,6106E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Voluntária(o),Pernambuco,261060,Paudalho
261060,"2,6106E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Voluntária(o),Pernambuco,261060,Paudalho
261060,"2,6106E+12",Feminino,Fundamental Incompleto,Profissional de nível médio,Voluntária(o),Pernambuco,261060,Paudalho
261060,"2,6106E+12",Feminino,Superior Incompleto,Pedagoga(o),Sem Vínculo,Pernambuco,261060,Paudalho
261060,"2,6106E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Pernambuco,261060,Paudalho
261060,"2,6106E+12",Feminino,Fundamental Completo,Sem formação profissional,Voluntária(o),Pernambuco,261060,Paudalho
261060,"2,6106E+12",Feminino,Médio Completo,Profissional de nível médio,Voluntária(o),Pernambuco,261060,Paudalho
261060,"2,6106E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Pernambuco,261060,Paudalho
261060,"2,6106E+12",Feminino,Superior Incompleto,Sem formação profissional,Voluntária(o),Pernambuco,261060,Paudalho
261060,"2,6106E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Voluntária(o),Pernambuco,261060,Paudalho
261060,"2,6106E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Pernambuco,261060,Paudalho
261060,"2,6106E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Pernambuco,261060,Paudalho
261060,"2,6106E+12",Feminino,Fundamental Completo,Sem formação profissional,Sem Vínculo,Pernambuco,261060,Paudalho
261160,"2,6116E+12",Feminino,Doutorado,Pedagoga(o),Sem Vínculo,Pernambuco,261160,Recife
261160,"2,6116E+12",Feminino,Superior Completo,Advogada(o),Sem Vínculo,Pernambuco,261160,Recife
261560,"2,6156E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Pernambuco,261560,Trindade
290460,"2,9046E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Bahia,290460,Brumado
290460,"2,9046E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Bahia,290460,Brumado
290460,"2,9046E+12",Masculino,Sem Escolaridade,Sem formação profissional,Sem Vínculo,Bahia,290460,Brumado
290460,"2,9046E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Bahia,290460,Brumado
290500,"2,905E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Bahia,290500,Caculé
290500,"2,905E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Bahia,290500,Caculé
290500,"2,905E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Bahia,290500,Caculé
290500,"2,905E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Bahia,290500,Caculé
290500,"2,905E+12",Feminino,Superior Completo,Advogada(o),Sem Vínculo,Bahia,290500,Caculé
290500,"2,905E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Bahia,290500,Caculé
290630,"2,9063E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Bahia,290630,Canavieiras
290630,"2,9063E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Bahia,290630,Canavieiras
290630,"2,9063E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Bahia,290630,Canavieiras
291100,"2,911E+12",Masculino,Médio Completo,Profissional de nível médio,Sem Vínculo,Bahia,291100,Floresta Azul
291100,"2,911E+12",Feminino,Superior Completo,Outra formação de nível superior,Sem Vínculo,Bahia,291100,Floresta Azul
291100,"2,911E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Bahia,291100,Floresta Azul
291100,"2,911E+12",Feminino,Superior Completo,Pedagoga(o),Sem Vínculo,Bahia,291100,Floresta Azul
291270,"2,9127E+12",Feminino,Médio Incompleto,Sem formação profissional,Outro vínculo não permanente,Bahia,291270,Ibirapitanga
291270,"2,9127E+12",Feminino,Médio Incompleto,Sem formação profissional,Outro vínculo não permanente,Bahia,291270,Ibirapitanga
291270,"2,9127E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Bahia,291270,Ibirapitanga
291270,"2,9127E+12",Masculino,Médio Incompleto,Sem formação profissional,Outro vínculo não permanente,Bahia,291270,Ibirapitanga
291290,"2,9129E+12",Masculino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Bahia,291290,Ibirataia
291290,"2,9129E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Bahia,291290,Ibirataia
291290,"2,9129E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Bahia,291290,Ibirataia
291400,"2,914E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Bahia,291400,Ipirá
291400,"2,914E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Bahia,291400,Ipirá
291520,"2,9152E+12",Feminino,Fundamental Completo,Sem formação profissional,Voluntária(o),Bahia,291520,Itagibá
291520,"2,9152E+12",Feminino,Fundamental Completo,Sem formação profissional,Voluntária(o),Bahia,291520,Itagibá
291955,"2,91955E+12",Masculino,Superior Completo,Médica(o),Voluntária(o),Bahia,291955,Luís Eduardo Magalhães
291955,"2,91955E+12",Feminino,Superior Completo,Administrador(a),Voluntária(o),Bahia,291955,Luís Eduardo Magalhães
291955,"2,91955E+12",Masculino,Superior Completo,Outra formação de nível superior,Voluntária(o),Bahia,291955,Luís Eduardo Magalhães
291955,"2,91955E+12",Feminino,Médio Completo,Profissional de nível médio,Voluntária(o),Bahia,291955,Luís Eduardo Magalhães
291970,"2,9197E+12",Feminino,Médio Completo,Sem formação profissional,Voluntária(o),Bahia,291970,Macarani
291970,"2,9197E+12",Feminino,Fundamental Completo,Sem formação profissional,Outro vínculo não permanente,Bahia,291970,Macarani
292000,"2,92E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Bahia,292000,Maiquinique
292000,"2,92E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Bahia,292000,Maiquinique
292000,"2,92E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Bahia,292000,Maiquinique
292000,"2,92E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Outro vínculo não permanente,Bahia,292000,Maiquinique
292000,"2,92E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Bahia,292000,Maiquinique
292100,"2,921E+12",Feminino,Médio Completo,Profissional de nível médio,Voluntária(o),Bahia,292100,Mata de São João
292100,"2,921E+12",Feminino,Médio Completo,Profissional de nível médio,Voluntária(o),Bahia,292100,Mata de São João
292670,"2,9267E+12",Feminino,Médio Completo,Outra formação de nível superior,Outro vínculo não permanente,Bahia,292670,Rio de Contas
292670,"2,9267E+12",Feminino,Médio Completo,Profissional de nível médio,Outro vínculo não permanente,Bahia,292670,Rio de Contas
292670,"2,9267E+12",Feminino,Superior Completo,Pedagoga(o),Outro vínculo não permanente,Bahia,292670,Rio de Contas
292740,"2,9274E+12",Feminino,Superior Completo,Psicóloga(o),Terceirizada(o),Bahia,292740,Salvador
293230,"2,9323E+12",Feminino,Superior Incompleto,Sem formação profissional,Comissionada(o),Bahia,293230,Ubatã
293230,"2,9323E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Bahia,293230,Ubatã
293230,"2,9323E+12",Feminino,Médio Completo,Profissional de nível médio,Voluntária(o),Bahia,293230,Ubatã
293230,"2,9323E+12",Feminino,Médio Incompleto,Sem formação profissional,Voluntária(o),Bahia,293230,Ubatã
293230,"2,9323E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Sem Vínculo,Bahia,293230,Ubatã
293230,"2,9323E+12",Feminino,Fundamental Incompleto,Sem formação profissional,Voluntária(o),Bahia,293230,Ubatã
293330,"2,9333E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Bahia,293330,Vitória da Conquista
310080,"3,1008E+12",Feminino,Médio Incompleto,Sem formação profissional,Sem Vínculo,Minas Gerais,310080,Aguanil
310180,"3,1018E+12",Masculino,Fundamental Completo,Sem formação profissional,Outro vínculo não permanente,Minas Gerais,310180,Alpercata
310350,"3,1035E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,310350,Araguari
310350,"3,1035E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,310350,Araguari
310350,"3,1035E+12",Feminino,Médio Completo,Profissional de nível médio,Sem Vínculo,Minas Gerais,310350,Araguari
310400,"3,104E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,310400,Araxá
310400,"3,104E+12",Feminino,Médio Completo,Sem formação profissional,Sem Vínculo,Minas Gerais,310400,Araxá
