IBGE;NU_IDENTIFICADOR;q48_3;q48_9;q48_10;q48_11;q48_12;q48_13;IBGE7;UF;Regiao;Município;areaKm2;Pop_total_2022;Porte_pop2022;Q_incompleto;q7;DataCenso;DataCenso_2023;d48_2_Faixas_etarias;d48_9;d48_11;d48_9bin1;d48_9bin2;d48_9bin3;d48_10bin1;d48_10bin2;d48_10bin3;d48_10bin4;d48_10bin5;d48_11bin1;d48_11bin2;d48_11bin3;d48_11bin4;d48_9bin1_sum;d48_9bin2_sum;d48_9bin3_sum;d48_10bin1_sum;d48_10bin2_sum;d48_10bin3_sum;d48_10bin4_sum;d48_10bin5_sum;d48_11bin1_sum;d48_11bin2_sum;d48_11bin3_sum;d48_11bin4_sum;nu_familias_acolhedoras
130260;1,3026E+12;Feminino;Médio Completo;Sem formação profissional;Voluntária(o);Família Acolhedora;01/08/2019;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;8;7;2;;;1;;;;;15;15
130260;1,3026E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;19/09/2022;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;8;7;2;;;1;;;;;15;15
130260;1,3026E+12;Feminino;Superior Completo;Pedagoga(o);Sem Vínculo;Família Acolhedora;02/08/2022;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;2;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;;8;7;2;;;1;;;;;15;15
130260;1,3026E+12;Feminino;Médio Completo;Profissional de nível médio;Voluntária(o);Família Acolhedora;15/06/2023;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;8;7;2;;;1;;;;;15;15
130260;1,3026E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;01/08/2022;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;8;7;2;;;1;;;;;15;15
130260;1,3026E+12;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;19/12/2020;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;8;7;2;;;1;;;;;15;15
130260;1,3026E+12;Feminino;Médio Completo;Sem formação profissional;Voluntária(o);Família Acolhedora;06/12/2022;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;8;7;2;;;1;;;;;15;15
130260;1,3026E+12;Feminino;Superior Completo;Outra formação de nível superior;Voluntária(o);Família Acolhedora;12/11/2022;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;8;7;2;;;1;;;;;15;15
130260;1,3026E+12;Feminino;Superior Completo;Advogada(o);Sem Vínculo;Família Acolhedora;05/07/2022;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;Advogado;;;;;Outros vínculos não permanentes;;8;7;2;;;1;;;;;15;15
130260;1,3026E+12;Feminino;Médio Completo;Profissional de nível médio;Voluntária(o);Família Acolhedora;14/06/2023;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;8;7;2;;;1;;;;;15;15
130260;1,3026E+12;Feminino;Médio Completo;Profissional de nível médio;Voluntária(o);Família Acolhedora;25/10/2023;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;8;7;;2;;;;;;;15;15
130260;1,3026E+12;Feminino;Superior Completo;Enfermeira(o);Voluntária(o);Família Acolhedora;25/10/2023;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;8;7;;2;;;;;;;15;15
130260;1,3026E+12;Feminino;Mestrado;Assistente Social;Voluntária(o);Família Acolhedora;22/06/2023;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;8;7;;2;;;;;;;15;15
130260;1,3026E+12;Feminino;Médio Completo;Sem formação profissional;Voluntária(o);Família Acolhedora;20/10/2023;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;8;7;;2;;;;;;;15;15
130260;1,3026E+12;Feminino;Superior Incompleto;Sem formação profissional;Voluntária(o);Família Acolhedora;29/09/2023;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;8;7;;2;;;;;;;15;15
130260;1,3026E+12;Feminino;Superior Completo;Outra formação de nível superior;Voluntária(o);Família Acolhedora;02/10/2023;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;8;7;;2;;;;;;;15;15
130260;1,3026E+12;Feminino;Médio Completo;Profissional de nível médio;Voluntária(o);Família Acolhedora;26/10/2023;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;8;7;;2;;;;;;;15;15
130260;1,3026E+12;Feminino;Superior Completo;Outra formação de nível superior;Voluntária(o);Família Acolhedora;03/10/2023;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;8;7;;2;;;;;;;15;15
130260;1,3026E+12;Feminino;Superior Completo;Outra formação de nível superior;Voluntária(o);Família Acolhedora;20/10/2023;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;8;7;;2;;;;;;;15;15
130260;1,3026E+12;Masculino;Médio Completo;Profissional de nível médio;Voluntária(o);Família Acolhedora;20/10/2023;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;8;7;;2;;;;;;;15;15
130260;1,3026E+12;Feminino;Médio Completo;Profissional de nível médio;Voluntária(o);Família Acolhedora;20/10/2023;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;8;7;;2;;;;;;;15;15
130260;1,3026E+12;Feminino;Especialização;Assistente Social;Voluntária(o);Família Acolhedora;19/05/2023;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;Assistente Social;;;;;;;Outros vínculos não permanentes;;8;7;;2;;;;;;;15;15
130260;1,3026E+12;Feminino;Médio Completo;Profissional de nível médio;Voluntária(o);Família Acolhedora;19/10/2023;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;8;7;;2;;;;;;;15;15
130260;1,3026E+12;Feminino;Médio Completo;Profissional de nível médio;Voluntária(o);Família Acolhedora;20/10/2023;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;8;7;;2;;;;;;;15;15
130260;1,3026E+12;Feminino;Superior Completo;Enfermeira(o);Voluntária(o);Família Acolhedora;20/10/2023;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;Metrópole;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;8;7;;2;;;;;;;15;15
130330;1,3033E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;01/11/2022;1303304;Amazonas;Região Norte;Novo Aripuanã;41179,656;AM;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;1;3;1;;;;;;;;4;4
130330;1,3033E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;01/11/2022;1303304;Amazonas;Região Norte;Novo Aripuanã;41179,656;AM;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;1;3;1;;;;;;;;4;4
130330;1,3033E+12;Feminino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;01/11/2022;1303304;Amazonas;Região Norte;Novo Aripuanã;41179,656;AM;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;1;3;1;;;;;;;;4;4
130330;1,3033E+12;Feminino;Superior Completo;Pedagoga(o);Sem Vínculo;Família Acolhedora;01/11/2022;1303304;Amazonas;Região Norte;Novo Aripuanã;41179,656;AM;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;;1;3;1;;;;;;;;4;4
130340;1,3034E+12;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;03/01/2023;1303403;Amazonas;Região Norte;Parintins;5956,373;AM;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;2;;;;;;;;;;2;2
130340;1,3034E+12;Feminino;Superior Incompleto;Profissional de nível médio;Sem Vínculo;Família Acolhedora;03/01/2023;1303403;Amazonas;Região Norte;Parintins;5956,373;AM;Médio;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;2;;;;;;;;;;2;2
130410;1,3041E+12;Masculino;Superior Completo;Outra formação de nível superior;Sem Vínculo;Família Acolhedora;04/06/2021;1304104;Amazonas;Região Norte;Tapauá;84946,166;AM;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;;;1;;;;;;;;;1;1
150070;1,5007E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Servidor(a) Temporário(a);Família Acolhedora;06/07/2022;1500701;Pará;Região Norte;Anajás;6913,068;PA;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2;;1;;;;;;;;;3;3
150070;1,5007E+12;Masculino;Superior Completo;Outra formação de nível superior;Servidor(a) Temporário(a);Família Acolhedora;06/07/2022;1500701;Pará;Região Norte;Anajás;6913,068;PA;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;;1;;;;;;;;;3;3
150070;1,5007E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Voluntária(o);Família Acolhedora;06/07/2022;1500701;Pará;Região Norte;Anajás;6913,068;PA;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2;;1;;;;;;;;;3;3
150157;1,50157E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;25/06/2022;1501576;Pará;Região Norte;Bom Jesus do Tocantins;2816,616;PA;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;1;;;;;;;;;;5;5
150157;1,50157E+12;Feminino;Fundamental Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;15/07/2021;1501576;Pará;Região Norte;Bom Jesus do Tocantins;2816,616;PA;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;1;;;;;;;;;;5;5
150157;1,50157E+12;Feminino;Fundamental Completo;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;10/10/2011;1501576;Pará;Região Norte;Bom Jesus do Tocantins;2816,616;PA;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;1;;;;;;;;;;5;5
150157;1,50157E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;28/07/2017;1501576;Pará;Região Norte;Bom Jesus do Tocantins;2816,616;PA;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;4;1;;;;;;;;;;5;5
150157;1,50157E+12;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;15/07/2021;1501576;Pará;Região Norte;Bom Jesus do Tocantins;2816,616;PA;Pequeno I;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;4;1;;;;;;;;;;5;5
150230;1,5023E+12;Feminino;Médio Completo;Sem formação profissional;Sem Vínculo;Família Acolhedora;18/12/2017;1502301;Pará;Região Norte;Capitão Poço;2899,553;PA;Médio;completo;Municipal;31.08.2023;31/ago/23;61 a 80 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;1;1;;;;;;;;;;2;2
150230;1,5023E+12;Feminino;Fundamental Incompleto;Sem formação profissional;Outro vínculo não permanente;Família Acolhedora;02/03/2023;1502301;Pará;Região Norte;Capitão Poço;2899,553;PA;Médio;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1;1;;;;;;;;;;2;2
150275;1,50275E+12;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;07/10/2021;1502756;Pará;Região Norte;Concórdia do Pará;690,947;PA;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;3;;;;;;;;;;3;3
150275;1,50275E+12;Feminino;Médio Completo;Profissional de nível médio;Sem Vínculo;Família Acolhedora;07/10/2021;1502756;Pará;Região Norte;Concórdia do Pará;690,947;PA;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;3;;;;;;;;;;3;3
150275;1,50275E+12;Feminino;Médio Completo;Profissional de nível médio;Servidor(a) Temporário(a);Família Acolhedora;07/10/2021;1502756;Pará;Região Norte;Concórdia do Pará;690,947;PA;Pequeno II;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;;3;;;;;;;;;;3;3
150420;1,5042E+12;Feminino;Médio Completo;Sem formação profissional;Voluntária(o);Família Acolhedora;24/08/2022;1504208;Pará;Região Norte;Marabá;15128,058;PA;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;2;9;3;;1;;;;;;;14;14
150420;1,5042E+12;Feminino;Superior Incompleto;Assistente Social;Voluntária(o);Família Acolhedora;23/12/2022;1504208;Pará;Região Norte;Marabá;15128,058;PA;Grande;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;1;;;Assistente Social;;;;;;;Outros vínculos não permanentes;2;9;3;;1;;;;;;;14;14
150420;1,5042E+12;Masculino;Médio Completo;Profissional de nível médio;Voluntária(o);Família Acolhedora;12/04/2023;1504208;Pará;Região Norte;Marabá;15128,058;PA;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;2;9;3;;1;;;;;;;14;14
150420;1,5042E+12;Feminino;Médio Completo;Profissional de nível médio;Voluntária(o);Família Acolhedora;14/12/2022;1504208;Pará;Região Norte;Marabá;15128,058;PA;Grande;completo;Municipal;31.08.2023;31/ago/23;16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;2;9;3;;1;;;;;;;14;14
150420;1,5042E+12;Feminino;Médio Completo;Profissional de nível médio;Voluntária(o);Família Acolhedora;22/08/2022;1504208;Pará;Região Norte;Marabá;15128,058;PA;Grande;completo;Municipal;31.08.2023;31/ago/23;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;2;9;3;;1;;;;;;;14;14
150420;1,5042E+12;Masculino;Superior Completo;Profissional de nível médio;Voluntária(o);Família Acolhedora;09/05/2023;1504208;Pará;Região Norte;Marabá;15128,058;PA;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;9;3;;1;;;;;;;14;14
150420;1,5042E+12;Feminino;Fundamental Completo;Sem formação profissional;Voluntária(o);Família Acolhedora;05/08/2019;1504208;Pará;Região Norte;Marabá;15128,058;PA;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;2;9;3;;1;;;;;;;14;14
150420;1,5042E+12;Feminino;Médio Completo;Profissional de nível médio;Voluntária(o);Família Acolhedora;08/11/2022;1504208;Pará;Região Norte;Marabá;15128,058;PA;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;2;9;3;;1;;;;;;;14;14
150420;1,5042E+12;Feminino;Superior Completo;Profissional de nível médio;Voluntária(o);Família Acolhedora;20/01/2021;1504208;Pará;Região Norte;Marabá;15128,058;PA;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;9;3;;1;;;;;;;14;14
150420;1,5042E+12;Feminino;Superior Completo;Outra formação de nível superior;Voluntária(o);Família Acolhedora;09/05/2023;1504208;Pará;Região Norte;Marabá;15128,058;PA;Grande;completo;Municipal;31.08.2023;31/ago/23;41 a 50 anos;2;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;2;9;3;;1;;;;;;;14;14
150420;1,5042E+12;Feminino;Médio Completo;Profissional de nível médio;Voluntária(o);Família Acolhedora;08/09/2021;1504208;Pará;Região Norte;Marabá;15128,058;PA;Grande;completo;Municipal;31.08.2023;31/ago/23;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;1;;;;;;;;;;Outros vínculos não permanentes;2;9;3;;1;;;;;;;14;14
